,TrapFactor,Station,Date,Latitude,Longitude,weekNumber,Tmax,Tmin,Tavg,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,DewPoint,Sunrise,Sunset,SevendaymedianTmp,ThreedaymedianTmp,SevendaymedianMinTmp,ThreedaymedianMinTmp,RelHumidity,V1_detailed,WnvPresent_detailed,RESTUANS_detailed,PIPENS_detailed,PIPIENS-RESTUANS_detailed,TERRITANS_detailed,SALINARIUS_detailed,ERRATICUS_detailed,TARSALIS_detailed
2541,T095,2,6/14/2013,41.704336,-87.70373599999999,23,76,57,67,0.0,29.4,30.04,6.0,5,7.8,50,416,1928,74,69,61,58,54.3838618372742,2,0,1,0,0,0,0,0,0
2542,T095,2,6/17/2011,41.704336,-87.70373599999999,24,82,64,73,0.0,29.18,29.81,5.3,7,6.2,60,416,1929,73,73,64,63,63.75884189409329,4,0,1,0,0,0,0,0,0
2543,T095,2,6/19/2009,41.704336,-87.70373599999999,24,88,66,77,0.87,29.03,29.68,6.3,18,10.5,68,416,1930,79,78,69,68,73.8025121880607,8,0,1,0,0,0,0,0,0
2544,T095,2,6/2/2009,41.704336,-87.70373599999999,22,61,50,56,0.06,29.42,30.07,8.3,3,9.2,47,419,1920,56,54,47,47,71.72422019136161,6,0,1,0,1,0,0,0,0
2545,T095,2,6/21/2013,41.704336,-87.70373599999999,24,85,70,78,0.11,29.39,30.04,7.6,19,9.6,63,416,1930,77,77,68,70,60.01107855818599,23,0,1,0,1,0,0,0,0
2546,T095,2,6/24/2011,41.704336,-87.70373599999999,25,68,60,64,0.0,29.13,29.76,8.5,29,8.7,55,417,1931,70,69,61,60,72.54211374670008,2,0,1,0,1,0,0,0,0
2547,T095,2,6/26/2009,41.704336,-87.70373599999999,25,86,72,79,0.0,29.2,29.83,6.4,4,8.0,61,418,1931,76,79,66,67,54.11135105682001,3,0,0,0,1,0,0,0,0
2548,T095,2,6/28/2013,41.704336,-87.70373599999999,25,83,68,76,0.16,28.97,29.62,9.0,29,9.8,60,419,1931,68,68,64,64,57.667789107835034,8,0,0,0,1,0,0,0,0
2549,T095,2,6/30/2011,41.704336,-87.70373599999999,26,89,66,78,0.03,29.34,29.99,9.2,16,10.6,61,419,1931,80,80,70,70,55.92225541850748,101,0,1,0,1,0,0,0,0
2550,T095,2,6/5/2009,41.704336,-87.70373599999999,22,80,47,64,0.0,29.23,29.91,6.3,25,7.2,43,417,1923,64,61,52,51,46.34538974472218,1,0,0,1,0,0,0,0,0
2551,T095,2,6/7/2013,41.704336,-87.70373599999999,22,68,54,61,0.0,29.26,29.92,8.8,2,9.2,44,417,1924,68,62,55,50,53.51689345100418,1,0,1,0,0,0,0,0,0
2552,T095,2,7/10/2009,41.704336,-87.70373599999999,27,84,67,76,0.12,29.41,30.04,3.6,21,4.6,65,425,1929,72,76,63,67,68.76831510279386,24,0,1,0,1,0,0,0,0
2553,T095,2,7/11/2011,41.704336,-87.70373599999999,28,90,70,80,0.13,29.18,29.81,5.3,24,8.0,70,426,1928,74,80,66,70,71.6029668387688,1,0,1,0,0,0,0,0,0
2554,T095,2,7/12/2013,41.704336,-87.70373599999999,27,82,60,71,0.0,29.44,30.09,4.1,8,5.4,54,427,1928,80,73,71,62,54.95084226417701,7,0,0,0,1,0,0,0,0
2555,T095,2,7/17/2009,41.704336,-87.70373599999999,28,70,58,64,0.0,29.21,29.86,10.1,29,10.4,52,431,1925,66,65,58,58,64.99819801604751,49,0,1,0,1,0,0,0,0
2556,T095,2,7/19/2013,41.704336,-87.70373599999999,28,97,75,86,0.0,29.17,29.82,13.4,24,13.9,69,433,1923,80,80,72,72,57.000683314065704,12,0,1,0,1,0,0,0,0
2557,T095,2,7/2/2007,41.704336,-87.70373599999999,27,77,58,68,0.0,29.55,30.21,7.4,12,8.5,50,420,1931,76,72,67,60,52.54132558106588,1,0,0,0,1,0,0,0,0
2558,T095,2,7/25/2011,41.704336,-87.70373599999999,30,90,73,82,0.01,29.25,29.89,2.1,35,6.1,67,438,1918,80,79,72,72,60.52200223913138,83,0,1,1,1,0,0,0,0
2559,T095,2,7/25/2013,41.704336,-87.70373599999999,29,81,58,70,0.0,29.39,30.05,2.7,23,3.9,52,438,1918,63,70,57,62,52.83156593782089,5,0,1,0,1,0,0,0,0
2560,T095,2,7/27/2009,41.704336,-87.70373599999999,30,84,66,75,0.03,29.21,29.85,9.2,23,9.6,61,440,1917,73,75,66,66,61.777544009622254,31,2,1,1,1,0,0,0,0
2561,T095,2,7/29/2011,41.704336,-87.70373599999999,30,86,74,80,0.36,29.34,29.96,3.5,4,5.6,69,442,1915,80,80,73,68,69.19708443215043,2,0,0,0,1,0,0,0,0
2562,T095,2,7/31/2009,41.704336,-87.70373599999999,30,82,62,72,0.0,29.29,29.92,5.9,27,6.7,55,444,1913,69,69,62,62,55.091227971046706,1,0,0,0,1,0,0,0,0
2563,T095,2,7/6/2009,41.704336,-87.70373599999999,27,85,63,74,0.0,29.2,29.84,4.2,30,5.5,54,423,1930,69,71,62,63,49.659407487470894,22,0,1,0,1,0,0,0,0
2564,T095,2,7/8/2013,41.704336,-87.70373599999999,27,87,71,79,0.84,29.31,29.95,10.0,22,10.5,70,424,1929,77,79,66,73,73.98921543414879,3,0,1,0,0,0,0,0,0
2565,T095,2,8/1/2013,41.704336,-87.70373599999999,30,82,61,72,0.0,29.29,29.95,6.2,29,7.1,54,445,1911,73,73,62,62,53.11966776632261,6,0,1,1,0,0,0,0,0
2566,T095,2,8/12/2011,41.704336,-87.70373599999999,32,82,65,74,0.0,29.28,29.93,8.2,19,8.4,57,456,1858,70,74,62,65,55.370380068334434,4,1,0,0,1,0,0,0,0
2567,T095,2,8/13/2009,41.704336,-87.70373599999999,32,86,63,75,0.0,29.44,30.09,2.0,16,4.0,55,457,1856,78,76,67,63,49.80730647655911,4,0,0,0,1,0,0,0,0
2568,T095,2,8/15/2007,41.704336,-87.70373599999999,33,81,72,77,0.83,29.23,29.87,4.9,6,7.1,69,459,1854,71,72,65,67,76.37954483234944,8,0,1,1,1,0,0,0,0
2569,T095,2,8/15/2013,41.704336,-87.70373599999999,32,74,57,66,0.0,29.47,30.13,4.5,22,5.0,50,459,1854,70,69,58,57,56.29924377769591,5,0,0,0,1,0,0,0,0
2570,T095,2,8/2/2007,41.704336,-87.70373599999999,31,91,73,82,0.0,29.31,29.95,6.5,23,7.2,66,446,1910,78,81,68,73,58.4629559303616,2,0,0,0,1,0,0,0,0
2571,T095,2,8/22/2007,41.704336,-87.70373599999999,34,90,70,80,0.88,29.29,29.93,5.1,21,8.4,70,506,1843,75,80,69,70,71.6029668387688,5,0,0,1,1,0,0,0,0
2572,T095,2,8/22/2013,41.704336,-87.70373599999999,33,78,67,73,0.36,29.42,30.05,2.5,24,7.0,66,506,1843,73,73,64,64,78.72123950619469,18,0,1,1,1,0,0,0,0
2573,T095,2,8/24/2007,41.704336,-87.70373599999999,34,81,69,75,0.2,29.16,29.81,5.5,25,7.3,67,509,1840,71,72,63,65,76.20658896526173,6,1,0,0,1,0,0,0,0
2574,T095,2,8/26/2011,41.704336,-87.70373599999999,34,83,61,72,0.0,29.32,29.97,1.2,20,3.4,58,511,1837,70,73,61,64,61.397964442270506,1,0,0,0,1,0,0,0,0
2575,T095,2,8/27/2009,41.704336,-87.70373599999999,34,67,62,65,1.19,29.41,30.07,10.7,8,11.0,61,512,1835,63,65,56,61,86.88945131427035,2,0,0,0,1,0,0,0,0
2576,T095,2,8/29/2013,41.704336,-87.70373599999999,34,87,69,78,0.0,29.36,30.0,4.2,10,4.6,65,514,1832,76,82,69,69,64.3602354171191,28,1,0,0,1,0,0,0,0
2577,T095,2,8/5/2011,41.704336,-87.70373599999999,31,84,70,77,0.0,29.26,29.91,5.2,7,6.0,68,449,1907,77,79,70,72,73.8025121880607,10,0,1,1,1,0,0,0,0
2578,T095,2,8/7/2007,41.704336,-87.70373599999999,32,92,73,83,0.06,29.11,29.74,6.3,24,8.8,73,451,1904,80,81,73,73,71.89951546063524,1,0,0,0,1,0,0,0,0
2579,T095,2,8/7/2009,41.704336,-87.70373599999999,31,74,67,71,0.23,29.41,30.08,6.4,15,7.2,59,451,1904,79,79,70,68,65.83068248854447,10,0,1,1,1,0,0,0,0
2580,T095,2,8/8/2013,41.704336,-87.70373599999999,31,79,69,74,0.0,29.33,29.96,10.5,5,10.8,55,452,1903,73,73,63,62,51.50253858578976,6,0,1,0,1,0,0,0,0
2581,T095,2,9/12/2007,41.704336,-87.70373599999999,37,66,46,56,0.0,29.46,30.11,1.9,5,6.0,43,528,1809,56,64,46,50,61.61093846002645,1,0,0,1,0,0,0,0,0
2582,T095,2,9/12/2011,41.704336,-87.70373599999999,37,86,64,75,0.0,29.24,29.9,9.2,23,9.3,59,528,1809,54,67,48,58,57.533389096468824,18,0,1,1,1,0,0,0,0
2583,T095,2,9/12/2013,41.704336,-87.70373599999999,36,83,63,73,0.06,29.34,29.97,6.8,34,9.8,58,528,1809,60,61,54,54,59.36035569550202,10,0,0,1,0,0,0,0,0
2584,T095,2,9/14/2009,41.704336,-87.70373599999999,37,84,59,72,0.0,29.4,30.05,1.1,13,2.7,56,530,1805,67,73,59,63,57.126939972459,2,0,0,1,1,0,0,0,0
2585,T095,2,9/17/2009,41.704336,-87.70373599999999,37,71,54,63,0.0,29.51,30.17,4.5,8,5.4,51,533,1758,65,65,54,52,64.87706300814675,6,0,0,0,1,0,0,0,0
2586,T095,2,9/19/2007,41.704336,-87.70373599999999,38,84,68,76,0.0,29.47,30.09,3.5,25,9.0,59,536,1755,70,70,63,63,55.64738458327223,1,0,0,1,0,0,0,0,0
2587,T095,2,9/19/2013,41.704336,-87.70373599999999,37,84,70,77,0.0,29.21,29.87,7.8,16,10.0,66,536,1755,60,68,52,59,68.8762683364799,3,0,1,0,0,0,0,0,0
2588,T095,2,9/2/2011,41.704336,-87.70373599999999,35,94,79,87,0.0,29.24,29.87,4.0,20,6.6,69,518,1826,67,79,60,71,55.21345546749487,3,0,0,0,1,0,0,0,0
2589,T095,2,9/24/2007,41.704336,-87.70373599999999,39,91,71,81,0.0,29.34,29.98,10.0,19,10.5,62,541,1746,63,75,55,67,52.50833622360448,11,0,0,1,1,0,0,0,0
2590,T095,2,9/25/2009,41.704336,-87.70373599999999,38,70,60,65,0.02,29.44,30.11,5.4,11,6.3,57,542,1744,62,62,53,56,75.31445549860848,3,0,0,1,1,0,0,0,0
2591,T095,2,9/26/2013,41.704336,-87.70373599999999,38,75,55,65,0.0,29.4,30.04,4.1,9,4.6,52,543,1742,69,67,55,55,62.76833126674746,3,0,0,1,1,0,0,0,0
2592,T095,2,9/6/2013,41.704336,-87.70373599999999,35,85,62,74,0.0,29.44,30.11,4.3,17,6.0,55,522,1819,77,77,68,65,51.50253858578976,6,0,0,1,0,0,0,0,0
2593,T096,2,10/4/2007,41.731922,-87.677512,40,83,56,70,0.0,29.39,30.03,4.6,17,5.9,56,552,1729,77,73,68,62,61.1421746910109,13,0,0,1,1,0,0,0,0
2594,T096,2,5/29/2007,41.731922,-87.677512,22,88,65,77,0.0,29.44,30.09,5.8,16,7.4,59,421,1917,77,77,66,66,53.83064226424435,6,0,1,1,0,0,0,0,0
2595,T096,2,6/26/2007,41.731922,-87.677512,26,91,73,82,0.0,29.45,30.09,7.3,21,8.1,69,418,1931,67,81,61,71,64.83182192304785,5,0,1,0,0,0,0,0,0
2596,T096,2,6/29/2007,41.731922,-87.677512,26,71,56,64,0.0,29.47,30.11,7.4,2,8.2,56,419,1931,67,67,56,56,75.22266484350234,1,0,1,0,0,0,0,0,0
2597,T096,2,6/5/2007,41.731922,-87.677512,23,63,51,57,0.27,29.16,29.78,6.2,3,8.1,47,417,1923,69,58,57,48,69.17919044473983,3,0,1,1,1,0,0,0,0
2598,T096,2,7/11/2007,41.731922,-87.677512,28,77,63,70,0.0,29.28,29.92,9.1,30,11.2,51,426,1928,70,70,61,61,50.916423485910975,45,0,1,1,1,0,0,0,0
2599,T096,2,7/2/2007,41.731922,-87.677512,27,77,58,68,0.0,29.55,30.21,7.4,12,8.5,50,420,1931,76,72,67,60,52.54132558106588,10,0,1,1,1,0,0,0,0
2600,T096,2,8/1/2007,41.731922,-87.677512,31,91,69,80,0.0,29.34,29.98,2.1,13,3.7,63,445,1911,80,81,69,70,56.19500657655519,41,1,1,1,1,0,1,0,0
2601,T096,2,8/15/2007,41.731922,-87.677512,33,81,72,77,0.83,29.23,29.87,4.9,6,7.1,69,459,1854,71,72,65,67,76.37954483234944,32,0,1,1,1,0,0,0,0
2602,T096,2,8/2/2007,41.731922,-87.677512,31,91,73,82,0.0,29.31,29.95,6.5,23,7.2,66,446,1910,78,81,68,73,58.4629559303616,49,1,1,1,1,0,1,0,0
2603,T096,2,8/22/2007,41.731922,-87.677512,34,90,70,80,0.88,29.29,29.93,5.1,21,8.4,70,506,1843,75,80,69,70,71.6029668387688,128,2,0,1,1,0,0,0,0
2604,T096,2,8/24/2007,41.731922,-87.677512,34,81,69,75,0.2,29.16,29.81,5.5,25,7.3,67,509,1840,71,72,63,65,76.20658896526173,31,0,1,1,1,1,0,0,0
2605,T096,2,8/7/2007,41.731922,-87.677512,32,92,73,83,0.06,29.11,29.74,6.3,24,8.8,73,451,1904,80,81,73,73,71.89951546063524,43,0,1,1,1,0,1,0,0
2606,T096,2,9/12/2007,41.731922,-87.677512,37,66,46,56,0.0,29.46,30.11,1.9,5,6.0,43,528,1809,56,64,46,50,61.61093846002645,7,0,0,1,1,0,0,0,0
2607,T096,2,9/19/2007,41.731922,-87.677512,38,84,68,76,0.0,29.47,30.09,3.5,25,9.0,59,536,1755,70,70,63,63,55.64738458327223,45,0,0,1,1,0,0,0,0
2608,T096,2,9/24/2007,41.731922,-87.677512,39,91,71,81,0.0,29.34,29.98,10.0,19,10.5,62,541,1746,63,75,55,67,52.50833622360448,68,0,0,1,1,0,0,0,0
2609,T096,2,9/5/2007,41.731922,-87.677512,36,91,72,82,0.0,29.31,29.94,6.4,19,6.7,62,521,1821,78,79,71,73,50.828531099272766,51,1,0,1,1,0,0,0,0
2610,T097,2,10/4/2007,41.644612,-87.60449799999999,40,83,56,70,0.0,29.39,30.03,4.6,17,5.9,56,552,1729,77,73,68,62,61.1421746910109,3,0,1,1,0,0,0,0,0
2611,T097,2,8/1/2007,41.644612,-87.60449799999999,31,91,69,80,0.0,29.34,29.98,2.1,13,3.7,63,445,1911,80,81,69,70,56.19500657655519,11,0,0,0,1,0,0,0,0
2612,T097,2,8/15/2007,41.644612,-87.60449799999999,33,81,72,77,0.83,29.23,29.87,4.9,6,7.1,69,459,1854,71,72,65,67,76.37954483234944,25,0,0,1,1,0,0,0,0
2613,T097,2,8/2/2007,41.644612,-87.60449799999999,31,91,73,82,0.0,29.31,29.95,6.5,23,7.2,66,446,1910,78,81,68,73,58.4629559303616,27,0,0,1,1,0,0,0,0
2614,T097,2,8/22/2007,41.644612,-87.60449799999999,34,90,70,80,0.88,29.29,29.93,5.1,21,8.4,70,506,1843,75,80,69,70,71.6029668387688,12,1,0,1,1,0,0,0,0
2615,T097,2,8/24/2007,41.644612,-87.60449799999999,34,81,69,75,0.2,29.16,29.81,5.5,25,7.3,67,509,1840,71,72,63,65,76.20658896526173,4,0,0,1,1,0,0,0,0
2616,T097,2,8/7/2007,41.644612,-87.60449799999999,32,92,73,83,0.06,29.11,29.74,6.3,24,8.8,73,451,1904,80,81,73,73,71.89951546063524,44,0,0,1,1,0,0,0,0
2617,T097,2,9/12/2007,41.644612,-87.60449799999999,37,66,46,56,0.0,29.46,30.11,1.9,5,6.0,43,528,1809,56,64,46,50,61.61093846002645,1,0,0,0,1,0,0,0,0
2618,T097,2,9/5/2007,41.644612,-87.60449799999999,36,91,72,82,0.0,29.31,29.94,6.4,19,6.7,62,521,1821,78,79,71,73,50.828531099272766,2,0,0,0,1,0,0,0,0
2619,T099,2,6/21/2013,41.733643,-87.55551,24,85,70,78,0.11,29.39,30.04,7.6,19,9.6,63,416,1930,77,77,68,70,60.01107855818599,3,0,0,0,1,0,0,0,0
2620,T099,2,6/28/2013,41.733643,-87.55551,25,83,68,76,0.16,28.97,29.62,9.0,29,9.8,60,419,1931,68,68,64,64,57.667789107835034,3,0,1,0,0,0,0,0,0
2621,T099,2,6/7/2013,41.733643,-87.55551,22,68,54,61,0.0,29.26,29.92,8.8,2,9.2,44,417,1924,68,62,55,50,53.51689345100418,1,0,1,0,0,0,0,0,0
2622,T099,2,7/11/2011,41.733643,-87.55551,28,90,70,80,0.13,29.18,29.81,5.3,24,8.0,70,426,1928,74,80,66,70,71.6029668387688,3,0,0,0,1,0,0,0,0
2623,T099,2,7/12/2013,41.733643,-87.55551,27,82,60,71,0.0,29.44,30.09,4.1,8,5.4,54,427,1928,80,73,71,62,54.95084226417701,8,0,1,0,1,0,0,0,0
2624,T099,2,7/15/2011,41.733643,-87.55551,28,86,71,79,0.0,29.33,29.96,6.2,10,6.8,60,429,1926,82,80,74,71,52.22353196842017,20,0,1,0,1,0,0,0,0
2625,T099,2,7/19/2013,41.733643,-87.55551,28,97,75,86,0.0,29.17,29.82,13.4,24,13.9,69,433,1923,80,80,72,72,57.000683314065704,7,0,1,0,1,0,0,0,0
2626,T099,2,7/25/2013,41.733643,-87.55551,29,81,58,70,0.0,29.39,30.05,2.7,23,3.9,52,438,1918,63,70,57,62,52.83156593782089,4,0,1,0,0,0,0,0,0
2627,T099,2,7/29/2011,41.733643,-87.55551,30,86,74,80,0.36,29.34,29.96,3.5,4,5.6,69,442,1915,80,80,73,68,69.19708443215043,1,0,0,0,1,0,0,0,0
2628,T099,2,7/8/2013,41.733643,-87.55551,27,87,71,79,0.84,29.31,29.95,10.0,22,10.5,70,424,1929,77,79,66,73,73.98921543414879,4,0,1,0,1,0,0,0,0
2629,T099,2,8/1/2007,41.733643,-87.55551,31,91,69,80,0.0,29.34,29.98,2.1,13,3.7,63,445,1911,80,81,69,70,56.19500657655519,6,0,1,1,1,0,0,0,0
2630,T099,2,8/1/2013,41.733643,-87.55551,30,82,61,72,0.0,29.29,29.95,6.2,29,7.1,54,445,1911,73,73,62,62,53.11966776632261,6,0,1,0,0,0,0,0,0
2631,T099,2,8/12/2011,41.733643,-87.55551,32,82,65,74,0.0,29.28,29.93,8.2,19,8.4,57,456,1858,70,74,62,65,55.370380068334434,2,0,0,0,1,0,0,0,0
2632,T099,2,8/15/2007,41.733643,-87.55551,33,81,72,77,0.83,29.23,29.87,4.9,6,7.1,69,459,1854,71,72,65,67,76.37954483234944,6,0,0,1,1,0,0,0,0
2633,T099,2,8/15/2013,41.733643,-87.55551,32,74,57,66,0.0,29.47,30.13,4.5,22,5.0,50,459,1854,70,69,58,57,56.29924377769591,3,0,0,1,0,0,0,0,0
2634,T099,2,8/19/2011,41.733643,-87.55551,33,86,67,77,0.0,29.23,29.87,4.7,13,5.8,62,503,1848,73,74,66,67,59.88201402804045,1,0,0,0,1,0,0,0,0
2635,T099,2,8/2/2007,41.733643,-87.55551,31,91,73,82,0.0,29.31,29.95,6.5,23,7.2,66,446,1910,78,81,68,73,58.4629559303616,9,0,0,1,1,0,0,0,0
2636,T099,2,8/22/2007,41.733643,-87.55551,34,90,70,80,0.88,29.29,29.93,5.1,21,8.4,70,506,1843,75,80,69,70,71.6029668387688,5,0,0,1,1,0,0,0,0
2637,T099,2,8/22/2013,41.733643,-87.55551,33,78,67,73,0.36,29.42,30.05,2.5,24,7.0,66,506,1843,73,73,64,64,78.72123950619469,5,0,0,0,1,0,0,0,0
2638,T099,2,8/24/2007,41.733643,-87.55551,34,81,69,75,0.2,29.16,29.81,5.5,25,7.3,67,509,1840,71,72,63,65,76.20658896526173,7,0,0,1,1,0,0,0,0
2639,T099,2,8/26/2011,41.733643,-87.55551,34,83,61,72,0.0,29.32,29.97,1.2,20,3.4,58,511,1837,70,73,61,64,61.397964442270506,3,0,0,0,1,0,0,0,0
2640,T099,2,8/29/2013,41.733643,-87.55551,34,87,69,78,0.0,29.36,30.0,4.2,10,4.6,65,514,1832,76,82,69,69,64.3602354171191,3,0,1,0,0,0,0,0,0
2641,T099,2,8/7/2007,41.733643,-87.55551,32,92,73,83,0.06,29.11,29.74,6.3,24,8.8,73,451,1904,80,81,73,73,71.89951546063524,5,0,0,1,1,0,0,0,0
2642,T099,2,8/8/2013,41.733643,-87.55551,31,79,69,74,0.0,29.33,29.96,10.5,5,10.8,55,452,1903,73,73,63,62,51.50253858578976,3,0,1,0,1,0,0,0,0
2643,T099,2,9/16/2011,41.733643,-87.55551,37,59,48,54,0.0,29.65,30.33,2.6,13,3.7,38,532,1760,61,59,54,50,54.58319207123542,1,0,0,1,0,0,0,0,0
2644,T099,2,9/19/2007,41.733643,-87.55551,38,84,68,76,0.0,29.47,30.09,3.5,25,9.0,59,536,1755,70,70,63,63,55.64738458327223,4,0,0,1,1,0,0,0,0
2645,T099,2,9/19/2013,41.733643,-87.55551,37,84,70,77,0.0,29.21,29.87,7.8,16,10.0,66,536,1755,60,68,52,59,68.8762683364799,3,0,0,1,1,0,0,0,0
2646,T099,2,9/24/2007,41.733643,-87.55551,39,91,71,81,0.0,29.34,29.98,10.0,19,10.5,62,541,1746,63,75,55,67,52.50833622360448,6,0,0,1,1,0,0,0,0
2647,T099,2,9/26/2013,41.733643,-87.55551,38,75,55,65,0.0,29.4,30.04,4.1,9,4.6,52,543,1742,69,67,55,55,62.76833126674746,5,0,0,0,1,0,0,0,0
2648,T099,2,9/5/2007,41.733643,-87.55551,36,91,72,82,0.0,29.31,29.94,6.4,19,6.7,62,521,1821,78,79,71,73,50.828531099272766,1,0,0,0,1,0,0,0,0
2649,T100,2,10/4/2007,41.717753,-87.531657,40,83,56,70,0.0,29.39,30.03,4.6,17,5.9,56,552,1729,77,73,68,62,61.1421746910109,14,0,0,1,1,0,0,0,0
2650,T100,2,8/1/2007,41.717753,-87.531657,31,91,69,80,0.0,29.34,29.98,2.1,13,3.7,63,445,1911,80,81,69,70,56.19500657655519,13,0,1,1,1,0,0,0,0
2651,T100,2,8/15/2007,41.717753,-87.531657,33,81,72,77,0.83,29.23,29.87,4.9,6,7.1,69,459,1854,71,72,65,67,76.37954483234944,66,0,0,1,1,0,0,0,0
2652,T100,2,8/2/2007,41.717753,-87.531657,31,91,73,82,0.0,29.31,29.95,6.5,23,7.2,66,446,1910,78,81,68,73,58.4629559303616,23,0,0,1,1,0,0,0,0
2653,T100,2,8/22/2007,41.717753,-87.531657,34,90,70,80,0.88,29.29,29.93,5.1,21,8.4,70,506,1843,75,80,69,70,71.6029668387688,40,0,0,1,1,0,0,0,0
2654,T100,2,8/24/2007,41.717753,-87.531657,34,81,69,75,0.2,29.16,29.81,5.5,25,7.3,67,509,1840,71,72,63,65,76.20658896526173,19,0,0,1,1,0,0,0,0
2655,T100,2,8/7/2007,41.717753,-87.531657,32,92,73,83,0.06,29.11,29.74,6.3,24,8.8,73,451,1904,80,81,73,73,71.89951546063524,23,0,0,1,1,0,0,0,0
2656,T100,2,9/12/2007,41.717753,-87.531657,37,66,46,56,0.0,29.46,30.11,1.9,5,6.0,43,528,1809,56,64,46,50,61.61093846002645,1,0,0,1,0,0,0,0,0
2657,T100,2,9/19/2007,41.717753,-87.531657,38,84,68,76,0.0,29.47,30.09,3.5,25,9.0,59,536,1755,70,70,63,63,55.64738458327223,8,0,0,1,1,0,0,0,0
2658,T100,2,9/24/2007,41.717753,-87.531657,39,91,71,81,0.0,29.34,29.98,10.0,19,10.5,62,541,1746,63,75,55,67,52.50833622360448,7,0,0,1,1,0,0,0,0
2659,T100,2,9/5/2007,41.717753,-87.531657,36,91,72,82,0.0,29.31,29.94,6.4,19,6.7,62,521,1821,78,79,71,73,50.828531099272766,25,0,0,1,1,0,0,0,0
2660,T102,2,10/1/2009,41.750498,-87.605294,39,59,44,52,0.59,29.18,29.9,8.8,13,8.7,46,548,1734,52,52,47,47,79.93203780980954,5,0,1,1,1,0,0,0,0
2661,T102,2,10/4/2007,41.750498,-87.605294,40,83,56,70,0.0,29.39,30.03,4.6,17,5.9,56,552,1729,77,73,68,62,61.1421746910109,12,0,0,1,1,0,0,0,0
2662,T102,2,5/28/2009,41.750498,-87.605294,21,64,55,60,0.0,29.11,29.75,6.8,29,8.3,51,421,1916,62,62,50,55,72.137331284171,1,0,1,0,0,0,0,0,0
2663,T102,2,6/12/2009,41.750498,-87.605294,23,72,50,61,0.0,29.3,29.95,5.0,6,6.7,49,416,1927,64,61,54,54,64.63310849589597,4,0,0,0,1,0,0,0,0
2664,T102,2,6/14/2013,41.750498,-87.605294,23,76,57,67,0.0,29.4,30.04,6.0,5,7.8,50,416,1928,74,69,61,58,54.3838618372742,45,0,1,0,1,0,0,0,0
2665,T102,2,6/15/2009,41.750498,-87.605294,24,81,57,69,0.0,29.34,29.99,7.4,9,7.7,49,416,1928,68,68,61,59,48.91231522715638,2,0,1,0,0,0,0,0,0
2666,T102,2,6/2/2009,41.750498,-87.605294,22,61,50,56,0.06,29.42,30.07,8.3,3,9.2,47,419,1920,56,54,47,47,71.72422019136161,3,0,1,0,0,0,0,0,0
2667,T102,2,6/21/2013,41.750498,-87.605294,24,85,70,78,0.11,29.39,30.04,7.6,19,9.6,63,416,1930,77,77,68,70,60.01107855818599,8,0,1,0,1,0,0,0,0
2668,T102,2,6/28/2013,41.750498,-87.605294,25,83,68,76,0.16,28.97,29.62,9.0,29,9.8,60,419,1931,68,68,64,64,57.667789107835034,28,0,1,0,1,0,0,0,0
2669,T102,2,6/29/2009,41.750498,-87.605294,26,78,65,72,0.0,28.95,29.59,13.4,30,14.1,54,419,1931,65,65,59,61,53.11966776632261,1,0,1,0,0,0,0,0,0
2670,T102,2,6/5/2009,41.750498,-87.605294,22,80,47,64,0.0,29.23,29.91,6.3,25,7.2,43,417,1923,64,61,52,51,46.34538974472218,2,0,1,0,1,0,0,0,0
2671,T102,2,6/7/2013,41.750498,-87.605294,22,68,54,61,0.0,29.26,29.92,8.8,2,9.2,44,417,1924,68,62,55,50,53.51689345100418,4,0,1,0,0,0,0,0,0
2672,T102,2,7/11/2011,41.750498,-87.605294,28,90,70,80,0.13,29.18,29.81,5.3,24,8.0,70,426,1928,74,80,66,70,71.6029668387688,16,0,1,0,1,0,0,0,0
2673,T102,2,7/12/2013,41.750498,-87.605294,27,82,60,71,0.0,29.44,30.09,4.1,8,5.4,54,427,1928,80,73,71,62,54.95084226417701,133,0,1,0,1,0,0,0,0
2674,T102,2,7/13/2009,41.750498,-87.605294,28,78,66,72,0.0,29.41,30.05,5.8,7,7.4,48,428,1927,72,71,65,60,42.54287617924819,34,0,1,1,1,0,0,0,0
2675,T102,2,7/15/2011,41.750498,-87.605294,28,86,71,79,0.0,29.33,29.96,6.2,10,6.8,60,429,1926,82,80,74,71,52.22353196842017,9,0,1,0,1,0,0,0,0
2676,T102,2,7/17/2009,41.750498,-87.605294,28,70,58,64,0.0,29.21,29.86,10.1,29,10.4,52,431,1925,66,65,58,58,64.99819801604751,30,0,1,1,1,0,0,0,0
2677,T102,2,7/19/2013,41.750498,-87.605294,28,97,75,86,0.0,29.17,29.82,13.4,24,13.9,69,433,1923,80,80,72,72,57.000683314065704,64,0,1,0,1,0,0,0,0
2678,T102,2,7/25/2011,41.750498,-87.605294,30,90,73,82,0.01,29.25,29.89,2.1,35,6.1,67,438,1918,80,79,72,72,60.52200223913138,26,0,1,1,1,0,0,0,0
2679,T102,2,7/25/2013,41.750498,-87.605294,29,81,58,70,0.0,29.39,30.05,2.7,23,3.9,52,438,1918,63,70,57,62,52.83156593782089,6,0,1,0,0,0,0,0,0
